t_star,a,k,tail_B,tail_p,sigma,r0,p
30.0,1.0,0.02,0.2,0.7,40.0,0.7702496211603728,0.02197802197802198
35.0,1.0,0.04,0.2,0.7,40.0,0.7807575315040541,0.02197802197802198
25.0,1.0,0.04,0.0,1.0,25.0,0.8007987351855618,0.02197802197802198
25.0,1.0,0.08,0.0,1.3,40.0,0.7912023395733896,0.02197802197802198
35.0,1.0,0.02,0.5,0.7,25.0,0.7973392944917204,0.02197802197802198
30.0,1.0,0.08,0.2,0.7,40.0,0.790562566428598,0.02197802197802198
25.0,1.0,0.08,0.5,0.7,40.0,0.7928163474045868,0.02197802197802198
30.0,1.0,0.08,0.2,1.0,40.0,0.789761987732686,0.02197802197802198
25.0,1.0,0.08,0.5,0.7,25.0,0.8130297829950551,0.02197802197802198
25.0,1.0,0.02,0.2,1.3,40.0,0.7695995601832296,0.02197802197802198
30.0,1.0,0.08,0.2,1.3,40.0,0.7897505906110136,0.02197802197802198
30.0,1.0,0.08,0.5,0.7,40.0,0.7940565611668291,0.02197802197802198
25.0,1.0,0.02,0.2,1.3,25.0,0.7924337256890085,0.02197802197802198
25.0,1.0,0.08,0.2,1.3,40.0,0.7915644556634129,0.02197802197802198
30.0,1.0,0.08,0.5,1.0,40.0,0.7910290056022027,0.02197802197802198
25.0,1.0,0.04,0.5,1.3,40.0,0.780520144991816,0.02197802197802198
30.0,1.0,0.08,0.5,1.3,40.0,0.7898479117590286,0.02197802197802198
25.0,1.0,0.02,0.5,0.7,25.0,0.795030718567447,0.02197802197802198
25.0,1.0,0.02,0.2,1.0,40.0,0.7701938427012401,0.02197802197802198
25.0,1.0,0.02,0.2,0.7,40.0,0.7713356474107592,0.02197802197802198
25.0,1.0,0.02,0.2,0.7,25.0,0.7942007746337411,0.02197802197802198
25.0,1.0,0.02,0.0,1.3,40.0,0.7691501876691726,0.02197802197802198
25.0,1.0,0.02,0.0,1.3,25.0,0.7919756354225365,0.02197802197802198
25.0,1.0,0.02,0.0,1.0,40.0,0.7691501876691726,0.02197802197802198
25.0,1.0,0.02,0.0,1.0,25.0,0.7919756354225365,0.02197802197802198
25.0,1.0,0.02,0.0,0.7,40.0,0.7691501876691726,0.02197802197802198
25.0,1.0,0.02,0.0,0.7,25.0,0.7919756354225365,0.02197802197802198
25.0,1.0,0.08,0.0,0.7,40.0,0.7912023395733896,0.02197802197802198
25.0,1.0,0.08,0.2,1.0,40.0,0.792039220430359,0.02197802197802198
25.0,1.0,0.08,0.2,0.7,40.0,0.7928643718004066,0.02197802197802198
25.0,1.0,0.08,0.0,1.0,40.0,0.7912023395733896,0.02197802197802198
25.0,1.0,0.02,0.2,1.0,25.0,0.7930361481087617,0.02197802197802198
30.0,1.0,0.08,0.0,1.3,40.0,0.7896332594466864,0.02197802197802198
25.0,1.0,0.02,0.5,0.7,40.0,0.7719628781876585,0.02197802197802198
30.0,1.0,0.08,0.0,1.0,40.0,0.7896332594466864,0.02197802197802198
35.0,1.0,0.02,0.2,1.3,40.0,0.7687688176026276,0.02197802197802198
30.0,1.0,0.02,0.5,1.3,40.0,0.768926583597785,0.02197802197802198
35.0,1.0,0.02,0.2,1.0,40.0,0.7691571369303912,0.02197802197802198
30.0,1.0,0.04,0.0,0.7,40.0,0.7790402080235774,0.02197802197802198
35.0,1.0,0.02,0.2,0.7,40.0,0.7705424249787708,0.02197802197802198
25.0,1.0,0.04,0.0,0.7,40.0,0.7793833272599003,0.02197802197802198
35.0,1.0,0.02,0.0,1.3,40.0,0.7680042771633471,0.02197802197802198
30.0,1.0,0.04,0.0,1.0,40.0,0.7790402080235774,0.02197802197802198
25.0,1.0,0.04,0.0,0.7,25.0,0.8007987351855618,0.02197802197802198
35.0,1.0,0.02,0.0,1.0,40.0,0.7680042771633471,0.02197802197802198
30.0,1.0,0.04,0.0,1.3,40.0,0.7790402080235774,0.02197802197802198
35.0,1.0,0.02,0.0,0.7,40.0,0.7680042771633471,0.02197802197802198
30.0,1.0,0.04,0.2,0.7,40.0,0.7797878389876374,0.02197802197802198
25.0,1.0,0.02,0.5,1.3,40.0,0.7702282789666977,0.02197802197802198
30.0,1.0,0.04,0.2,1.0,40.0,0.7796362727311074,0.02197802197802198
25.0,1.0,0.02,0.5,1.3,25.0,0.7930732320620336,0.02197802197802198
30.0,1.0,0.04,0.2,1.3,40.0,0.7794067649173226,0.02197802197802198
30.0,1.0,0.04,0.5,0.7,25.0,0.8048278149532421,0.02197802197802198
30.0,1.0,0.04,0.5,0.7,40.0,0.7836996156520092,0.02197802197802198
25.0,1.0,0.04,0.5,1.3,25.0,0.8019428972668194,0.02197802197802198
25.0,1.0,0.08,0.5,1.3,40.0,0.7920654160840501,0.02197802197802198
25.0,1.0,0.02,0.5,1.0,40.0,0.7713797632962818,0.02197802197802198
30.0,1.0,0.04,0.5,1.3,40.0,0.7797666444102243,0.02197802197802198
25.0,1.0,0.02,0.5,1.0,25.0,0.794243586607945,0.02197802197802198
25.0,1.0,0.08,0.5,1.0,40.0,0.7929062903745305,0.02197802197802198
30.0,1.0,0.08,0.0,0.7,40.0,0.7896332594466864,0.02197802197802198
25.0,1.0,0.08,0.5,1.0,25.0,0.8130484728098557,0.02197802197802198
35.0,1.0,0.02,0.5,0.7,40.0,0.7747106621555587,0.02197802197802198
30.0,1.0,0.04,0.5,1.0,40.0,0.7799266012126267,0.02197802197802198
